date,congestion,diffRatio
22/2/21,23,-0.303030303
23/2/21,25,-0.324324324
24/2/21,25,-0.342105263
25/2/21,24,-0.384615385
26/2/21,32,-0.157894737
27/2/21,25,-0.107142857
28/2/21,14,-0.391304348
1/3/21,24,-0.272727273
2/3/21,24,-0.351351351
3/3/21,26,-0.315789474
4/3/21,25,-0.358974359
5/3/21,28,-0.263157895
6/3/21,22,-0.214285714
7/3/21,16,-0.304347826
8/3/21,31,-0.060606061
9/3/21,36,-0.027027027
10/3/21,33,-0.131578947
11/3/21,35,-0.102564103
12/3/21,36,-0.052631579
13/3/21,25,-0.107142857
14/3/21,19,-0.173913043
15/3/21,32,-0.03030303
16/3/21,35,-0.054054054
17/3/21,36,-0.052631579
18/3/21,34,-0.128205128
19/3/21,39,0.026315789
20/3/21,22,-0.214285714
21/3/21,15,-0.347826087
22/3/21,32,-0.03030303
23/3/21,32,-0.135135135
24/3/21,33,-0.131578947
25/3/21,35,-0.102564103
26/3/21,35,-0.078947368
27/3/21,25,-0.107142857
28/3/21,14,-0.391304348
29/3/21,33,0
30/3/21,40,0.081081081
31/3/21,37,-0.026315789
1/4/21,40,0.025641026
2/4/21,22,-0.421052632
3/4/21,22,-0.214285714
4/4/21,18,-0.217391304
5/4/21,14,-0.575757576
6/4/21,30,-0.189189189
7/4/21,31,-0.184210526
8/4/21,30,-0.230769231
9/4/21,34,-0.105263158
10/4/21,22,-0.214285714
11/4/21,18,-0.217391304
12/4/21,35,0.060606061
13/4/21,33,-0.108108108
14/4/21,35,-0.078947368
15/4/21,38,-0.025641026
16/4/21,38,0
17/4/21,31,0.107142857
18/4/21,24,0.043478261
