date,congestion,diffRatio
2020-03-18,9,-0.7428571428571429
2020-03-19,9,-0.7567567567567568
2020-03-20,8,-0.7837837837837838
2020-03-21,3,-0.8695652173913043
2020-03-22,1,-0.9473684210526316
2020-03-23,6,-0.8
2020-03-24,4,-0.8787878787878788
2020-03-25,5,-0.8571428571428571
2020-03-26,4,-0.8918918918918919
2020-03-27,5,-0.8648648648648649
2020-03-28,3,-0.8695652173913043
2020-03-29,1,-0.9473684210526316
2020-03-30,3,-0.9
2020-03-31,4,-0.8787878787878788
2020-04-01,3,-0.9142857142857144
2020-04-02,4,-0.8918918918918919
2020-04-03,5,-0.8648648648648649
2020-04-04,2,-0.9130434782608696
2020-04-05,0,-1.0
2020-04-06,3,-0.9
2020-04-07,3,-0.9090909090909092
2020-04-08,3,-0.9142857142857144
2020-04-09,3,-0.9189189189189192
2020-04-10,2,-0.945945945945946
2020-04-11,2,-0.9130434782608696
2020-04-12,0,-1.0
2020-04-13,3,-0.9
2020-04-14,4,-0.8787878787878788
2020-04-15,4,-0.8857142857142857
2020-04-16,4,-0.8918918918918919
2020-04-17,5,-0.8648648648648649
2020-04-18,2,-0.9130434782608696
2020-04-19,1,-0.9473684210526316
2020-04-20,4,-0.8666666666666667
2020-04-21,4,-0.8787878787878788
2020-04-22,5,-0.8571428571428571
2020-04-23,5,-0.8648648648648649
2020-04-24,6,-0.8378378378378378
2020-04-25,3,-0.8695652173913043
2020-04-26,1,-0.9473684210526316
2020-04-27,5,-0.8333333333333334
2020-04-28,7,-0.7878787878787878
2020-04-29,6,-0.8285714285714286
2020-04-30,7,-0.8108108108108109
2020-05-01,7,-0.8108108108108109
2020-05-02,5,-0.7826086956521741
2020-05-03,2,-0.8947368421052632
2020-05-04,7,-0.7666666666666667
2020-05-05,7,-0.7878787878787878
2020-05-06,7,-0.8
2020-05-07,8,-0.7837837837837838
2020-05-08,9,-0.7567567567567568
2020-05-09,4,-0.8260869565217391
2020-05-10,4,-0.7894736842105263
2020-05-11,8,-0.7333333333333333
2020-05-12,9,-0.7272727272727273
2020-05-13,9,-0.7428571428571429
2020-05-14,10,-0.7297297297297297
2020-05-15,11,-0.7027027027027027
2020-05-16,6,-0.7391304347826086
2020-05-17,3,-0.8421052631578947
2020-05-18,8,-0.7333333333333333
2020-05-19,8,-0.7575757575757576
2020-05-20,8,-0.7714285714285715
2020-05-21,8,-0.7837837837837838
2020-05-22,9,-0.7567567567567568
2020-05-23,4,-0.8260869565217391
2020-05-24,2,-0.8947368421052632
2020-05-25,2,-0.9333333333333332
2020-05-26,9,-0.7272727272727273
2020-05-27,9,-0.7428571428571429
2020-05-28,9,-0.7567567567567568
2020-05-29,9,-0.7567567567567568
2020-05-30,7,-0.6956521739130435
2020-05-31,4,-0.7894736842105263
2020-06-01,10,-0.6666666666666666
2020-06-02,9,-0.7272727272727273
2020-06-03,10,-0.7142857142857143
2020-06-04,11,-0.7027027027027027
2020-06-05,13,-0.6486486486486487
2020-06-06,8,-0.6521739130434783
2020-06-07,6,-0.6842105263157895
2020-06-08,12,-0.6
2020-06-09,13,-0.6060606060606061
2020-06-10,12,-0.6571428571428571
2020-06-12,17,-0.5405405405405406
2020-06-13,10,-0.5652173913043478
2020-06-14,6,-0.6842105263157895
2020-06-15,13,-0.5666666666666667
2020-06-16,14,-0.5757575757575758
2020-06-17,14,-0.6
2020-06-18,15,-0.5945945945945946
2020-06-19,19,-0.4864864864864865
2020-06-20,10,-0.5652173913043478
