date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-05-17,-48.0,-20.0,-19.0,-50.0,-56.0,15.0
2021-05-18,-47.0,-16.0,-10.0,-48.0,-55.0,14.0
2021-05-19,-46.0,-16.0,-7.0,-49.0,-54.0,13.0
2021-05-20,-46.0,-12.0,-9.0,-47.0,-55.0,14.0
2021-05-21,-47.0,-17.0,-16.0,-44.0,-53.0,12.0
2021-05-22,-42.0,-12.0,15.0,-30.0,-23.0,1.0
2021-05-23,-43.0,-18.0,1.0,-33.0,-22.0,2.0
2021-05-24,-48.0,-21.0,-27.0,-49.0,-55.0,15.0
2021-05-25,-47.0,-17.0,-11.0,-47.0,-53.0,14.0
2021-05-26,-48.0,-20.0,-17.0,-46.0,-54.0,14.0
2021-05-27,-44.0,-11.0,-2.0,-45.0,-55.0,12.0
2021-05-28,-51.0,-23.0,-42.0,-47.0,-55.0,14.0
2021-05-29,-51.0,-25.0,-40.0,-43.0,-29.0,6.0
2021-05-30,-53.0,-36.0,-54.0,-47.0,-29.0,7.0
2021-05-31,-47.0,-32.0,-2.0,-61.0,-77.0,14.0
2021-06-01,-48.0,-13.0,-13.0,-46.0,-54.0,13.0
2021-06-02,-46.0,-15.0,-11.0,-46.0,-53.0,13.0
2021-06-03,-50.0,-18.0,-34.0,-48.0,-57.0,16.0
2021-06-04,-49.0,-20.0,-34.0,-44.0,-53.0,14.0
2021-06-05,-39.0,-9.0,21.0,-28.0,-21.0,0.0
2021-06-06,-41.0,-17.0,3.0,-32.0,-21.0,1.0
2021-06-07,-46.0,-19.0,-20.0,-46.0,-55.0,14.0
2021-06-08,-49.0,-22.0,-29.0,-46.0,-54.0,15.0
2021-06-09,-45.0,-13.0,-13.0,-45.0,-53.0,14.0
2021-06-10,-41.0,-9.0,-1.0,-42.0,-54.0,12.0
2021-06-11,-44.0,-16.0,-22.0,-43.0,-53.0,13.0
2021-06-12,-37.0,-11.0,17.0,-27.0,-22.0,1.0
2021-06-13,-39.0,-18.0,-2.0,-31.0,-21.0,2.0
2021-06-14,-45.0,-21.0,-26.0,-47.0,-56.0,15.0
2021-06-15,-42.0,-13.0,-2.0,-43.0,-53.0,13.0
2021-06-16,-41.0,-14.0,3.0,-43.0,-53.0,12.0
2021-06-17,-39.0,-9.0,7.0,-41.0,-55.0,11.0
2021-06-18,-41.0,-15.0,-6.0,-42.0,-55.0,11.0
2021-06-19,-40.0,-14.0,11.0,-29.0,-23.0,0.0
2021-06-20,-38.0,-19.0,6.0,-30.0,-21.0,-1.0
2021-06-21,-43.0,-20.0,-13.0,-45.0,-56.0,13.0
2021-06-22,-47.0,-21.0,-32.0,-46.0,-55.0,14.0
2021-06-23,-40.0,-14.0,5.0,-41.0,-53.0,11.0
2021-06-24,-39.0,-12.0,4.0,-42.0,-55.0,12.0
2021-06-25,-40.0,-16.0,-9.0,-40.0,-54.0,11.0
2021-06-26,-37.0,-13.0,18.0,-25.0,-22.0,0.0
2021-06-27,-33.0,-13.0,16.0,-24.0,-22.0,1.0
2021-06-28,-42.0,-21.0,-15.0,-46.0,-58.0,11.0
2021-06-29,-46.0,-21.0,-16.0,-47.0,-57.0,12.0
2021-06-30,-46.0,-21.0,-18.0,-46.0,-56.0,13.0
2021-07-01,-47.0,-21.0,-30.0,-46.0,-58.0,14.0
2021-07-02,-46.0,-20.0,-34.0,-45.0,-58.0,13.0
2021-07-03,-44.0,-18.0,-16.0,-36.0,-26.0,3.0
2021-07-04,-41.0,-23.0,30.0,-27.0,-29.0,-1.0
2021-07-05,-46.0,-32.0,1.0,-58.0,-77.0,13.0
2021-07-06,-47.0,-21.0,-20.0,-44.0,-57.0,13.0
2021-07-07,-43.0,-16.0,-6.0,-43.0,-56.0,12.0
2021-07-08,-47.0,-20.0,-22.0,-43.0,-58.0,15.0
2021-07-09,-46.0,-19.0,-27.0,-45.0,-57.0,14.0
2021-07-10,-39.0,-13.0,13.0,-28.0,-23.0,0.0
2021-07-11,-40.0,-19.0,-5.0,-33.0,-23.0,2.0
2021-07-12,-44.0,-22.0,-25.0,-45.0,-57.0,14.0
2021-07-13,-41.0,-15.0,-8.0,-41.0,-55.0,13.0
2021-07-14,-41.0,-16.0,-4.0,-42.0,-54.0,12.0
2021-07-15,-39.0,-12.0,1.0,-40.0,-55.0,11.0
2021-07-16,-42.0,-18.0,-15.0,-40.0,-55.0,12.0
2021-07-17,-42.0,-20.0,-8.0,-31.0,-24.0,3.0
2021-07-18,-37.0,-16.0,5.0,-30.0,-22.0,2.0
2021-07-19,-40.0,-19.0,-10.0,-43.0,-56.0,13.0
2021-07-20,-41.0,-17.0,-3.0,-42.0,-55.0,12.0
2021-07-21,-42.0,-19.0,-9.0,-42.0,-54.0,13.0
2021-07-22,-38.0,-11.0,5.0,-40.0,-55.0,11.0
2021-07-23,-41.0,-18.0,-8.0,-39.0,-54.0,11.0
2021-07-24,-37.0,-13.0,26.0,-24.0,-21.0,-1.0
2021-07-25,-40.0,-19.0,-3.0,-32.0,-21.0,2.0
2021-07-26,-41.0,-20.0,-9.0,-42.0,-55.0,13.0
2021-07-27,-41.0,-16.0,-3.0,-43.0,-54.0,12.0
2021-07-28,-40.0,-17.0,3.0,-42.0,-53.0,12.0
2021-07-29,-46.0,-22.0,-23.0,-44.0,-56.0,14.0
2021-07-30,-40.0,-15.0,-6.0,-41.0,-54.0,10.0
2021-07-31,-36.0,-13.0,30.0,-25.0,-21.0,-1.0
