date,congestion,diffRatio
2019-12-30,21,-0.3636363636363637
2019-12-31,20,-0.4594594594594595
2020-01-01,11,-0.7105263157894737
2020-01-02,19,-0.5128205128205128
2020-01-03,22,-0.4210526315789473
2020-01-04,20,-0.2857142857142857
2020-01-05,17,-0.2608695652173913
2020-01-06,30,-0.0909090909090909
2020-01-07,34,-0.081081081081081
2020-01-08,35,-0.0789473684210526
2020-01-09,38,-0.0256410256410256
2020-01-10,33,-0.131578947368421
2020-01-11,26,-0.0714285714285714
2020-01-12,20,-0.1304347826086956
2020-01-13,39,0.1818181818181818
2020-01-14,44,0.1891891891891892
2020-01-15,46,0.2105263157894736
2020-01-16,41,0.0512820512820512
2020-01-17,39,0.0263157894736842
2020-01-18,30,0.0714285714285714
2020-01-19,22,-0.0434782608695652
2020-01-20,40,0.2121212121212121
2020-01-21,45,0.2162162162162162
2020-01-22,45,0.1842105263157894
2020-01-23,43,0.1025641025641025
2020-01-24,41,0.0789473684210526
2020-01-25,30,0.0714285714285714
2020-01-26,24,0.0434782608695652
2020-01-27,42,0.2727272727272727
2020-01-28,41,0.1081081081081081
2020-01-29,41,0.0789473684210526
2020-01-30,41,0.0512820512820512
2020-01-31,39,0.0263157894736842
2020-02-01,30,0.0714285714285714
2020-02-02,22,-0.0434782608695652
2020-02-03,37,0.1212121212121212
2020-02-04,38,0.027027027027027
2020-02-05,40,0.0526315789473684
2020-02-06,40,0.0256410256410256
2020-02-07,38,0.0
2020-02-08,27,-0.0357142857142857
2020-02-09,18,-0.217391304347826
2020-02-10,41,0.2424242424242425
2020-02-11,42,0.1351351351351351
2020-02-12,41,0.0789473684210526
2020-02-13,45,0.1538461538461538
2020-02-14,42,0.1052631578947368
2020-02-15,29,0.0357142857142857
2020-02-16,23,0.0
2020-02-17,38,0.1515151515151515
2020-02-18,39,0.054054054054054
2020-02-19,40,0.0526315789473684
2020-02-20,39,0.0
2020-02-21,36,-0.0526315789473684
2020-02-22,28,0.0
2020-02-23,24,0.0434782608695652
2020-02-24,38,0.1515151515151515
2020-02-25,42,0.1351351351351351
2020-02-26,43,0.131578947368421
2020-02-27,44,0.1282051282051282
2020-02-28,43,0.131578947368421
2020-02-29,32,0.1428571428571428
2020-03-01,25,0.0869565217391304
2020-03-02,38,0.1515151515151515
2020-03-03,41,0.1081081081081081
2020-03-04,46,0.2105263157894736
2020-03-05,48,0.2307692307692308
2020-03-06,42,0.1052631578947368
2020-03-07,29,0.0357142857142857
2020-03-08,23,0.0
2020-03-09,39,0.1818181818181818
2020-03-10,39,0.054054054054054
2020-03-11,39,0.0263157894736842
2020-03-12,39,0.0
2020-03-13,34,-0.1052631578947368
2020-03-14,23,-0.1785714285714285
2020-03-15,16,-0.3043478260869565
2020-03-16,33,0.0
2020-03-17,30,-0.1891891891891892
2020-03-18,28,-0.2631578947368421
2020-03-19,31,-0.2051282051282051
2020-03-20,23,-0.3947368421052632
2020-03-21,13,-0.5357142857142857
2020-03-22,8,-0.6521739130434783
2020-03-23,16,-0.5151515151515151
2020-03-24,11,-0.7027027027027027
2020-03-25,12,-0.6842105263157895
2020-03-26,10,-0.7435897435897436
2020-03-27,10,-0.7368421052631579
2020-03-28,7,-0.75
2020-03-29,5,-0.7826086956521741
2020-03-30,8,-0.7575757575757576
2020-03-31,9,-0.7567567567567568
2020-04-01,9,-0.7631578947368421
2020-04-02,9,-0.7692307692307693
2020-04-03,9,-0.7631578947368421
2020-04-04,7,-0.75
2020-04-05,5,-0.7826086956521741
2020-04-06,9,-0.7272727272727273
2020-04-07,10,-0.7297297297297297
2020-04-08,10,-0.7368421052631579
2020-04-09,10,-0.7435897435897436
2020-04-10,6,-0.8421052631578947
2020-04-11,7,-0.75
2020-04-12,5,-0.7826086956521741
2020-04-13,5,-0.8484848484848485
2020-04-14,11,-0.7027027027027027
2020-04-15,11,-0.7105263157894737
2020-04-16,11,-0.7179487179487181
2020-04-17,11,-0.7105263157894737
2020-04-18,8,-0.7142857142857143
2020-04-19,6,-0.7391304347826086
2020-04-20,10,-0.696969696969697
2020-04-21,11,-0.7027027027027027
2020-04-22,11,-0.7105263157894737
2020-04-23,12,-0.6923076923076923
2020-04-24,12,-0.6842105263157895
2020-04-25,9,-0.6785714285714286
2020-04-26,6,-0.7391304347826086
2020-04-27,12,-0.6363636363636364
2020-04-28,12,-0.6756756756756757
2020-04-29,12,-0.6842105263157895
2020-04-30,12,-0.6923076923076923
2020-05-01,13,-0.6578947368421053
2020-05-02,10,-0.6428571428571429
2020-05-03,6,-0.7391304347826086
2020-05-04,13,-0.6060606060606061
2020-05-05,13,-0.6486486486486487
2020-05-06,14,-0.631578947368421
2020-05-07,13,-0.6666666666666666
2020-05-08,8,-0.7894736842105263
2020-05-09,10,-0.6428571428571429
2020-05-10,6,-0.7391304347826086
2020-05-11,14,-0.5757575757575758
2020-05-12,15,-0.5945945945945946
2020-05-13,15,-0.6052631578947368
2020-05-14,15,-0.6153846153846154
2020-05-15,16,-0.5789473684210527
2020-05-16,12,-0.5714285714285714
2020-05-17,9,-0.6086956521739131
2020-05-18,16,-0.5151515151515151
2020-05-19,15,-0.5945945945945946
2020-05-20,14,-0.631578947368421
2020-05-21,13,-0.6666666666666666
2020-05-22,16,-0.5789473684210527
2020-05-23,11,-0.6071428571428571
2020-05-24,8,-0.6521739130434783
2020-05-25,9,-0.7272727272727273
2020-05-26,16,-0.5675675675675675
2020-05-27,16,-0.5789473684210527
2020-05-28,18,-0.5384615384615384
2020-05-29,18,-0.5263157894736842
