date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2021-05-07,-34.0,-26.0,-40.0,-41.0,-25.0,12.0
2021-05-08,-21.0,-17.0,-6.0,-28.0,-9.0,2.0
2021-05-09,-26.0,-20.0,-25.0,-38.0,-11.0,1.0
2021-05-10,-42.0,-30.0,-36.0,-34.0,-26.0,10.0
2021-05-11,-37.0,-29.0,-46.0,-37.0,-21.0,10.0
2021-05-12,-35.0,-28.0,-43.0,-36.0,-23.0,11.0
2021-05-13,-30.0,-25.0,-25.0,-33.0,-20.0,9.0
2021-05-14,-26.0,-22.0,-31.0,-36.0,-22.0,9.0
2021-05-15,-11.0,-15.0,-9.0,-17.0,-11.0,3.0
2021-05-16,-22.0,-14.0,-21.0,-30.0,-11.0,2.0
2021-05-17,-39.0,-26.0,-34.0,-38.0,-25.0,10.0
2021-05-18,-30.0,-21.0,-36.0,-35.0,-20.0,10.0
2021-05-19,-30.0,-24.0,-39.0,-33.0,-23.0,9.0
2021-05-20,-25.0,-22.0,-21.0,-32.0,-20.0,8.0
2021-05-21,-24.0,-21.0,-41.0,-33.0,-22.0,10.0
2021-05-22,-6.0,-10.0,19.0,-15.0,-8.0,1.0
2021-05-23,-15.0,-11.0,-16.0,-27.0,-12.0,2.0
2021-05-24,-40.0,-25.0,-41.0,-39.0,-24.0,11.0
2021-05-25,-30.0,-22.0,-35.0,-35.0,-19.0,9.0
2021-05-26,-30.0,-23.0,-30.0,-34.0,-22.0,9.0
2021-05-27,-26.0,-25.0,-21.0,-31.0,-21.0,8.0
2021-05-28,-22.0,-20.0,-31.0,-34.0,-24.0,10.0
2021-05-29,-14.0,-14.0,-13.0,-26.0,-15.0,3.0
2021-05-30,-16.0,-14.0,-30.0,-31.0,-16.0,3.0
2021-05-31,-37.0,-23.0,-33.0,-39.0,-25.0,11.0
2021-06-01,-30.0,-21.0,-39.0,-35.0,-20.0,10.0
2021-06-02,-32.0,-24.0,-35.0,-35.0,-23.0,10.0
2021-06-03,-32.0,-29.0,-50.0,-35.0,-23.0,12.0
2021-06-04,-22.0,-19.0,-36.0,-35.0,-22.0,10.0
2021-06-05,-10.0,-11.0,-6.0,-20.0,-14.0,2.0
2021-06-06,-17.0,-13.0,-12.0,-27.0,-15.0,2.0
2021-06-07,-38.0,-24.0,-34.0,-40.0,-26.0,11.0
2021-06-08,-32.0,-25.0,-45.0,-36.0,-21.0,11.0
2021-06-09,-32.0,-24.0,-45.0,-36.0,-23.0,10.0
2021-06-10,-32.0,-28.0,-53.0,-36.0,-23.0,11.0
2021-06-11,-22.0,-19.0,-39.0,-36.0,-25.0,9.0
2021-06-12,-11.0,-12.0,4.0,-22.0,-20.0,2.0
2021-06-13,-3.0,-13.0,5.0,-18.0,-15.0,-1.0
2021-06-14,-37.0,-34.0,-22.0,-64.0,-79.0,17.0
2021-06-15,-36.0,-20.0,-50.0,-40.0,-25.0,11.0
2021-06-16,-34.0,-24.0,-40.0,-36.0,-24.0,10.0
2021-06-17,-31.0,-22.0,-18.0,-34.0,-23.0,9.0
2021-06-18,-30.0,-21.0,-31.0,-37.0,-25.0,11.0
2021-06-19,-30.0,-24.0,-37.0,-39.0,-17.0,7.0
2021-06-20,-38.0,-26.0,-55.0,-47.0,-20.0,6.0
2021-06-21,-50.0,-30.0,-54.0,-49.0,-33.0,14.0
2021-06-22,-47.0,-31.0,-51.0,-49.0,-31.0,14.0
2021-06-23,-52.0,-31.0,-50.0,-52.0,-35.0,16.0
2021-06-24,-58.0,-34.0,-49.0,-62.0,-46.0,22.0
2021-06-25,-60.0,-21.0,-53.0,-64.0,-46.0,22.0
2021-06-26,-77.0,-35.0,-53.0,-74.0,-48.0,22.0
2021-06-27,-76.0,-37.0,-48.0,-80.0,-51.0,18.0
2021-06-28,-78.0,-47.0,-63.0,-80.0,-68.0,31.0
2021-06-29,-78.0,-48.0,-73.0,-81.0,-68.0,33.0
2021-06-30,-78.0,-47.0,-65.0,-81.0,-69.0,31.0
2021-07-01,-77.0,-44.0,-51.0,-80.0,-67.0,33.0
2021-07-02,-76.0,-36.0,-49.0,-79.0,-65.0,33.0
2021-07-03,-71.0,-31.0,-24.0,-75.0,-51.0,20.0
2021-07-04,-71.0,-34.0,-36.0,-78.0,-52.0,16.0
2021-07-05,-75.0,-43.0,-44.0,-79.0,-65.0,29.0
2021-07-06,-74.0,-41.0,-50.0,-79.0,-65.0,31.0
2021-07-07,-75.0,-42.0,-49.0,-79.0,-66.0,31.0
2021-07-08,-75.0,-41.0,-41.0,-79.0,-65.0,31.0
2021-07-09,-78.0,-40.0,-70.0,-80.0,-64.0,36.0
2021-07-10,-81.0,-45.0,-69.0,-80.0,-54.0,26.0
2021-07-11,-78.0,-42.0,-57.0,-82.0,-51.0,20.0
2021-07-12,-78.0,-48.0,-50.0,-80.0,-66.0,31.0
2021-07-13,-77.0,-47.0,-55.0,-80.0,-66.0,33.0
2021-07-14,-80.0,-49.0,-67.0,-81.0,-67.0,35.0
2021-07-15,-78.0,-45.0,-44.0,-80.0,-66.0,33.0
2021-07-16,-78.0,-40.0,-52.0,-79.0,-64.0,35.0
2021-07-17,-74.0,-35.0,-39.0,-77.0,-51.0,23.0
2021-07-18,-75.0,-40.0,-28.0,-81.0,-51.0,19.0
2021-07-19,-81.0,-50.0,-57.0,-84.0,-70.0,34.0
2021-07-20,-81.0,-48.0,-61.0,-85.0,-71.0,36.0
2021-07-21,-81.0,-49.0,-61.0,-85.0,-72.0,37.0
2021-07-22,-80.0,-47.0,-48.0,-84.0,-71.0,36.0
2021-07-23,-81.0,-43.0,-60.0,-84.0,-70.0,39.0
2021-07-24,-76.0,-36.0,-28.0,-79.0,-56.0,24.0
2021-07-25,-77.0,-41.0,-45.0,-83.0,-51.0,20.0
2021-07-26,-81.0,-50.0,-53.0,-85.0,-71.0,34.0
2021-07-27,-80.0,-46.0,-53.0,-86.0,-71.0,35.0
2021-07-28,-81.0,-49.0,-53.0,-85.0,-71.0,36.0
2021-07-29,-81.0,-47.0,-46.0,-85.0,-71.0,36.0
2021-07-30,-80.0,-41.0,-54.0,-85.0,-69.0,37.0
2021-07-31,-77.0,-39.0,-36.0,-82.0,-55.0,23.0
